1;254.75
2;259.89
3;431.65
4;577.99
5;222.67
6;595.23
7;540.89
8;728.57
9;259.89
10;207.58
11;292.09
12;577.44
13;279.4
14;426.22
15;311.38
16;359.77
17;494.0
18;366.74
19;506.47
20;417.87
21;294.2
22;503.15
23;237.73
24;413.75
25;551.03
26;534.68
27;241.25
28;540.28
29;581.87
30;558.58
31;274.29
32;256.26
33;247.1
34;161.68
35;538.88
36;268.4
37;372.55
38;326.19
39;380.83
40;585.49
41;275.39
42;403.74
43;385.61
44;716.08
45;591.19
46;502.8
47;319.84
48;300.55
49;556.52
50;414.79
51;360.03
52;565.72
53;383.92
54;239.04
55;465.36
56;264.4
57;334.65
58;324.94
59;305.52
60;277.89
61;553.01
62;579.99
63;562.34
64;352.84
65;650.47
66;572.59
67;516.61
68;371.05
69;474.6
70;581.17
71;308.47
72;207.58
73;388.34
74;299.13
75;280.99
76;305.52
77;618.59
78;878.03
79;520.6
80;585.52
81;514.7
82;388.96
83;422.79
84;304.29
85;490.04
86;757.94
87;532.23
88;520.76
89;511.91
90;443.27
91;481.73
92;492.28
93;308.39
94;291.99
95;539.36
96;503.81
97;511.2
98;288.53
99;430.48
100;262.13
101;490.04
102;428.74
103;542.87
104;668.02
105;480.37
106;481.75
107;241.01
108;696.21
109;433.9
110;638.91
111;516.97
112;633.65
113;432.11
114;286.99
115;604.64
116;293.44
117;370.8
118;266.8
119;300.93
120;398.69
121;394.41
122;523.72
123;287.05
124;495.04
125;534.41
126;554.65
127;684.15
128;333.13
129;270.53
130;547.05
131;573.5
132;341.15
133;684.09
134;517.46
135;270.12
136;450.23
137;566.82
138;526.56
139;561.83
140;666.69
141;584.25
142;515.82
143;581.33
144;562.61
145;477.48
146;646.95
147;513.03
148;365.96
149;301.8
150;342.34
151;572.11
152;286.91
153;795.81
154;289.09
155;489.91
156;314.42
157;339.23
158;372.52
159;507.91
160;459.3
161;663.37
162;615.26
163;462.11
164;368.52
165;515.83
166;311.71
167;381.12
168;308.57
169;556.33
170;534.67
171;729.18
172;346.3
173;554.57
174;290.41
175;600.94
176;599.27
177;285.0
178;554.69
179;314.12
180;549.87
181;601.0
182;351.04
183;570.72
184;541.83
185;361.53
186;512.41
187;302.34
188;587.5
189;490.04
190;465.24
191;474.99
192;650.58
193;462.54
194;426.11
195;341.33
196;654.51
197;597.14
198;543.71
199;550.03
200;488.32
201;470.18
202;246.86
203;298.04
204;532.36
205;518.8
206;602.61
207;390.95
208;493.18
209;464.32
210;398.89
211;644.97
212;501.75
213;218.93
214;478.14
215;571.9
216;468.03
217;377.35
218;571.17
219;482.61
220;309.75
221;338.19
222;442.42
223;210.3
224;554.66
225;433.95
226;257.74
227;564.84
228;479.91
229;534.34
230;495.86
231;518.86
232;465.39
233;351.76
234;382.96
235;588.45
236;589.81
237;603.72
238;470.07
239;300.0
240;371.68
241;599.97
242;380.01
243;447.43
244;563.09
245;581.87
246;266.05
247;626.34
248;379.1
249;557.23
250;561.69
251;577.53
252;265.87
253;711.65
254;573.45
255;533.33
256;478.75
257;326.38
258;627.45
259;328.61
260;400.36
261;319.77
262;649.06
263;500.68
264;162.07
265;683.14
266;682.09
267;250.29
268;416.45
269;556.2
270;569.1
271;544.3
272;300.51
273;329.07
274;757.77
275;273.5
276;610.75
277;359.99
278;455.38
279;515.96
280;289.43
281;479.26
282;299.45
283;633.01
284;290.42
285;633.0
286;500.83
287;750.26
288;465.03
289;301.64
290;384.91
291;548.71
292;491.15
293;488.93
294;473.28
295;419.4
296;653.7
297;431.97
298;309.77
299;563.3
300;262.49
301;507.08
302;303.53
303;626.69
304;542.87
305;532.36
306;901.01
307;616.7
308;474.07
309;274.52
310;672.65
311;639.06
312;540.63
313;523.13
314;652.4
315;492.88
316;459.59
317;377.01
318;555.69
319;543.26
320;509.42
321;481.45
322;289.69
323;538.81
324;568.04
325;595.27
326;429.58
327;442.91
328;417.52
329;748.55
330;286.33
331;285.09
332;602.61
333;613.88
334;584.61
335;642.63
336;277.0
337;462.75
338;654.27
339;397.52
340;314.58
341;473.11
342;573.5
343;397.56
344;349.51
345;529.87
346;561.72
347;471.59
348;492.28
349;280.27
350;402.06
351;373.24
352;308.79
353;504.74
354;438.49
355;460.27
356;214.61
357;335.98
358;605.9
359;501.75
360;566.58
361;465.11
362;485.59
363;503.74
364;593.92
365;447.67
366;429.72
367;299.88
368;425.33
369;416.17
370;462.11
371;287.33
372;531.65
373;654.62
374;247.97
375;408.31
376;387.12
377;361.16
378;553.38
379;474.6
380;547.53
381;379.07
382;488.79
383;501.75
384;666.77
385;485.99
386;284.51
387;272.08
388;273.03
389;483.91
390;712.58
391;425.95
392;559.02
393;494.29
394;574.29
395;765.25
396;313.47
397;700.51
398;531.4
399;245.58
400;374.46
401;593.32
402;194.01
403;517.54
404;502.34
405;661.75
406;254.68
407;473.95
408;568.25
409;530.39
410;288.55
411;465.3
412;427.81
413;550.16
414;525.53
415;519.9
416;459.12
417;537.94
418;485.56
419;553.49
420;526.98
421;431.88
422;620.97
423;441.51
424;656.16
425;353.34
426;492.95
427;306.43
428;464.22
429;543.81
430;511.73
431;473.14
432;633.65
433;298.37
434;484.98
435;495.35
436;645.5
437;515.48
438;183.04
439;357.88
440;577.3
441;294.04
442;500.09
443;247.91
444;555.47
445;465.19
446;651.63
447;610.54
448;303.95
449;504.98
450;663.37
451;318.52
452;464.01
453;556.33
454;305.77
455;649.09
456;274.79
457;525.84
458;487.62
459;523.52
460;556.42
461;472.9
462;496.3
463;293.84
464;574.92
465;381.79
466;268.21
467;484.23
468;441.77
469;413.21
470;303.38
471;527.59
472;470.07
473;335.62
474;450.52
475;496.83
476;419.67
477;631.02
478;473.28
479;267.85
480;402.43
481;590.23
482;288.45
483;939.54
484;464.84
485;436.48
486;513.29
487;298.15
488;468.76
489;502.78
490;537.03
491;490.04
492;270.45
493;250.14
494;557.63
495;390.31
496;245.27
497;456.63
498;670.79
499;425.1
500;434.24
501;178.39
502;258.59
503;772.19
504;677.01
505;306.57
506;640.18
507;365.27
508;545.93
509;346.92
510;515.32
511;519.9
512;466.47
513;470.07
514;557.82
515;523.1
516;497.96
517;267.24
518;246.56
519;579.95
520;533.41
521;630.77
522;298.04
523;313.95
524;412.32
525;639.6
526;539.02
527;586.89
528;268.88
529;545.04
530;433.3
531;502.88
532;469.25
533;544.48
534;380.11
535;495.46
536;332.92
537;433.98
538;426.24
539;575.38
540;282.36
541;677.12
542;553.17
543;661.21
544;478.34
545;515.41
546;447.7
547;584.25
548;455.7
549;453.31
550;710.45
551;473.97
552;404.0
553;296.09
554;710.77
555;294.95
556;470.22
557;486.63
558;356.02
559;235.06
560;582.51
561;362.41
562;495.44
563;722.03
564;526.92
565;615.15
566;605.65
567;595.54
568;324.01
569;349.05
570;471.16
571;261.65
572;556.33
573;557.4
574;574.13
575;433.23
576;849.47
577;569.71
578;491.06
579;643.54
580;523.72
581;591.08
582;484.85
583;273.77
584;419.4
585;591.94
586;392.91
587;455.28
588;511.89
589;465.44
590;614.05
591;780.2
592;507.64
593;623.25
594;501.09
595;343.68
596;322.49
597;517.89
598;370.6
599;622.92
600;429.06
601;668.02
602;466.23
603;246.19
604;482.51
605;733.19
606;502.0
607;306.71
608;425.01
609;472.42
610;373.27
611;303.21
612;445.08
613;458.36
614;528.34
615;384.81
616;565.5
617;565.59
618;282.42
619;309.09
620;535.7
621;428.04
622;449.77
623;242.94
624;355.54
625;441.03
626;249.71
627;539.13
628;517.09
629;613.62
630;285.97
631;175.9
632;373.11
633;647.18
634;358.08
635;365.34
636;393.42
637;588.59
638;359.72
639;304.63
640;292.86
641;481.01
642;311.17
643;550.16
644;648.4
645;306.44
646;404.73
647;636.59
648;300.54
649;482.19
650;510.3
651;236.35
652;279.37
653;267.01
654;283.28
655;661.4
656;277.57
657;317.42
658;286.09
659;150.27
660;331.15
661;542.55
662;371.96
663;363.16
664;289.97
665;275.83
666;468.16
667;544.51
668;516.74
669;239.54
670;254.7
671;260.44
672;644.57
673;433.97
674;499.4
675;464.01
676;296.74
677;618.64
678;263.11
679;692.81
680;580.34
681;505.05
682;462.35
683;715.18
684;176.14
685;359.9
686;319.99
687;654.62
688;326.79
689;229.16
690;490.58
691;423.65
692;328.59
693;256.08
694;323.04
695;504.15
696;248.24
697;402.06
698;290.97
699;487.44
700;511.08
701;483.23
702;308.18
703;470.03
704;494.45
705;256.59
706;386.66
707;559.02
708;521.46
709;543.21
710;413.54
711;493.86
712;514.2
713;477.48
714;392.19
715;187.48
716;228.41
717;481.1
718;595.87
719;272.36
720;322.29
721;336.04
722;407.94
723;164.31
724;276.95
725;308.39
726;513.62
727;461.79
728;407.02
729;458.79
730;355.42
731;488.86
732;233.55
733;291.42
734;480.09
735;313.37
736;336.69
737;705.36
738;586.36
739;468.13
740;472.5
741;415.96
742;344.18
743;653.56
744;673.43
745;310.46
746;281.69
747;298.16
748;359.04
749;407.56
750;254.46
751;483.56
752;371.37
753;464.53
754;287.99
755;399.94
756;436.21
757;347.99
758;711.92
759;373.56
760;338.68
761;336.18
762;320.42
763;203.58
764;495.04
765;321.64
766;289.82
767;361.14
768;737.55
769;336.06
770;250.39
771;520.56
772;365.96
773;491.84
774;285.04
775;469.32
776;604.44
777;527.68
778;698.5
779;271.81
780;517.91
781;534.74
782;407.81
783;377.89
784;473.7
785;583.79
786;263.07
787;354.0
788;609.25
789;386.2
790;789.73
791;175.53
792;276.04
793;521.32
794;451.22
795;502.2
796;568.0
797;572.84
798;290.5
799;641.14
800;329.64
801;348.83
802;208.99
803;481.92
804;418.7
805;479.21
806;1024.08
807;340.58
808;396.26
809;343.86
810;299.33
811;149.89
812;718.49
813;464.01
814;638.64
815;198.28
816;369.27
817;250.87
818;293.71
819;189.92
820;450.4
821;390.78
822;415.38
823;473.67
824;462.78
825;537.6
826;208.57
827;337.93
828;303.73
829;538.43
830;521.35
831;299.72
832;453.2
833;512.94
834;381.83
835;320.95
836;613.32
837;531.26
838;351.13
839;297.79
840;504.19
841;476.78
842;301.74
843;221.66
844;325.91
845;503.39
846;413.33
847;325.06
848;299.89
849;521.25
850;725.46
851;371.76
852;778.67
853;323.11
854;390.69
855;350.6
856;316.35
857;271.48
858;664.11
859;232.54
860;355.69
861;596.45
862;354.25
863;230.69
864;437.09
865;341.43
866;372.44
867;343.45
868;264.77
869;470.18
870;268.61
871;642.69
872;390.88
873;505.41
874;547.89
875;269.41
876;372.89
877;762.82
878;573.31
879;371.25
880;327.46
881;272.1
882;368.58
883;258.57
884;301.32
885;548.02
886;446.37
887;410.25
888;299.32
889;548.25
890;435.23
891;470.07
892;240.5
893;503.34
894;517.16
895;388.49
896;329.2
897;254.13
898;217.43
899;160.71
900;349.15
901;331.92
902;202.14
903;390.22
904;346.3
905;411.99
906;534.6
907;577.03
908;558.45
909;317.07
910;256.17
911;239.77
912;407.02
913;313.88
914;313.89
915;541.32
916;574.53
917;243.24
918;194.86
919;613.34
920;599.14
921;318.81
922;535.94
923;196.17
924;321.14
925;286.01
926;492.28
927;341.64
928;557.19
929;482.81
930;348.68
931;404.06
932;274.83
933;574.13
934;495.31
935;598.81
936;236.33
937;371.28
938;439.43
939;317.42
940;211.53
941;492.28
942;694.17
943;471.29
944;250.87
945;435.0
946;347.8
947;428.57
948;521.28
949;481.19
950;449.23
951;689.73
952;464.17
953;528.5
954;552.94
955;413.18
956;572.91
957;282.28
958;434.04
959;486.91
960;270.51
961;704.95
962;319.85
963;430.73
964;517.16
965;665.33
966;494.62
967;413.54
968;401.88
969;406.95
970;712.58
971;315.48
972;325.62
973;337.27
974;458.36
975;550.96
976;245.44
977;346.68
978;683.85
979;315.03
980;371.61
981;426.69
982;241.1
983;545.46
984;390.13
985;673.43
986;388.07
987;420.19
988;480.62
989;222.12
990;544.61
991;528.75
992;428.78
993;607.68
994;206.17
995;317.86
996;504.98
997;299.72
998;187.38
999;562.33
1000;390.79
1001;623.48
1002;192.96
1003;912.18
1004;274.43
1005;559.62
1006;179.82
1007;364.59
1008;504.78
1009;264.65
1010;195.23
1011;341.43
1012;267.48
1013;568.33
1014;450.12
1015;328.66
1016;595.62
1017;433.43
1018;472.73
1019;470.07
1020;476.46
1021;528.33
1022;243.94
1023;466.66
1024;297.0
1025;310.22
1026;356.65
1027;469.35
1028;544.13
1029;461.04
1030;204.2
1031;524.18
1032;499.4
1033;329.22
1034;523.03
1035;504.49
1036;438.06
1037;445.45
1038;332.49
1039;227.15
1040;605.9
1041;432.41
1042;361.57
1043;462.48
1044;227.85
1045;497.03
1046;556.22
1047;494.38
1048;308.1
1049;328.77
1050;504.05
1051;555.62
1052;295.93
1053;293.48
1054;589.99
1055;665.94
1056;425.33
1057;257.11
1058;298.55
1059;466.66
1060;240.51
1061;469.74
1062;509.52
1063;221.66
1064;488.3
1065;490.79
1066;489.6
1067;235.4
1068;373.52
1069;422.57
1070;565.5
1071;302.08
1072;713.26
1073;400.88
1074;424.22
1075;371.37
1076;216.17
1077;330.33
1078;334.45
1079;285.0
1080;367.58
1081;281.84
1082;730.89
1083;384.04
1084;386.65
1085;517.86
1086;453.41
1087;312.03
1088;613.88
1089;542.97
1090;552.7
1091;652.38
1092;230.69
1093;359.42
1094;309.44
1095;348.83
1096;180.28
1097;391.25
1098;345.86
1099;543.98
1100;267.05
1101;247.07
1102;380.09
1103;268.71
1104;448.72
1105;604.73
1106;556.6
1107;190.04
1108;498.81
1109;432.31
1110;597.77
1111;571.17
1112;557.82
1113;588.8
1114;606.17
1115;262.81
1116;427.27
1117;473.86
1118;477.56
1119;407.73
1120;557.83
1121;401.07
1122;351.15
1123;295.09
1124;472.41
1125;591.13
1126;577.37
1127;358.23
1128;302.0
