ID;COTIS
300001;322.7620849609375
300002;216.06463623046875
300003;267.3547668457031
300004;349.0579528808594
300005;291.83258056640625
300006;375.57550048828125
300007;422.9643249511719
300008;186.77090454101562
300009;567.625244140625
300010;514.3905029296875
300011;256.29156494140625
300012;383.88018798828125
300013;239.75860595703125
300014;209.11737060546875
300015;362.20550537109375
300016;194.1111297607422
300017;247.51486206054688
300018;468.37939453125
300019;299.01654052734375
300020;470.8460998535156
300021;216.63973999023438
300022;365.0945129394531
300023;390.25616455078125
300024;348.7734680175781
300025;297.9999084472656
300026;244.65731811523438
300027;285.1703186035156
300028;389.2701110839844
300029;273.47137451171875
300030;217.33534240722656
300031;418.8404846191406
300032;426.80853271484375
300033;271.0515441894531
300034;449.7900390625
300035;380.2115478515625
300036;300.6883239746094
300037;154.32615661621094
300038;276.6835021972656
300039;218.77560424804688
300040;200.98043823242188
300041;332.9836730957031
300042;496.3420104980469
300043;269.8894958496094
300044;440.8855285644531
300045;257.2148132324219
300046;333.3064270019531
300047;277.8121337890625
300048;228.9827880859375
300049;342.4000244140625
300050;250.8804473876953
300051;312.5118713378906
300052;276.80950927734375
300053;289.5912170410156
300054;325.8707275390625
300055;296.4183654785156
300056;334.8193664550781
300057;299.55487060546875
300058;314.7049560546875
300059;284.01434326171875
300060;256.89337158203125
300061;367.4173889160156
300062;202.1403350830078
300063;177.7958221435547
300064;291.8547058105469
300065;302.5911865234375
300066;215.81033325195312
300067;417.5215759277344
300068;402.4422607421875
300069;378.3575134277344
300070;296.1037292480469
300071;210.90818786621094
300072;310.7726745605469
300073;286.9507141113281
300074;386.0004577636719
300075;309.86846923828125
300076;296.57122802734375
300077;305.04827880859375
300078;337.686767578125
300079;269.2563781738281
300080;217.34939575195312
300081;198.05020141601562
300082;278.37725830078125
300083;282.93121337890625
300084;322.52862548828125
300085;222.94192504882812
300086;235.17080688476562
300087;313.88311767578125
300088;309.8416442871094
300089;337.9715881347656
300090;243.14901733398438
300091;365.7367858886719
300092;238.55809020996094
300093;163.73558044433594
300094;351.5330810546875
300095;209.6318817138672
300096;398.5762939453125
300097;237.063720703125
300098;540.8867797851562
300099;377.7948913574219
300100;271.0819396972656
300101;279.4955749511719
300102;268.954833984375
300103;544.3237915039062
300104;298.7783203125
300105;271.8670654296875
300106;311.5436706542969
300107;313.5798034667969
300108;287.4084777832031
300109;265.6437683105469
300110;583.8253784179688
300111;440.3487243652344
300112;313.230224609375
300113;316.1644287109375
300114;335.9393310546875
300115;390.862060546875
300116;282.3284606933594
300117;266.9705505371094
