ID;COTIS
300001;298.84246826171875
300002;244.77670288085938
300003;261.4305725097656
300004;285.7132568359375
300005;261.4305725097656
300006;298.84246826171875
300007;298.84246826171875
300008;257.4912109375
300009;298.84246826171875
300010;298.84246826171875
300011;261.4305725097656
300012;298.84246826171875
300013;244.77670288085938
300014;257.4912109375
300015;298.84246826171875
300016;244.77670288085938
300017;277.3135681152344
300018;298.84246826171875
300019;257.4912109375
300020;298.84246826171875
300021;248.71607971191406
300022;298.84246826171875
300023;298.84246826171875
300024;278.11016845703125
300025;261.4305725097656
300026;277.3135681152344
300027;261.4305725097656
300028;285.7132568359375
300029;261.4305725097656
300030;248.71607971191406
300031;298.84246826171875
300032;298.84246826171875
300033;298.84246826171875
300034;285.7132568359375
300035;298.84246826171875
300036;298.84246826171875
300037;248.71607971191406
300038;244.77670288085938
300039;248.71607971191406
300040;248.71607971191406
300041;278.11016845703125
300042;298.84246826171875
300043;257.6416015625
300044;298.84246826171875
300045;248.71607971191406
300046;261.4305725097656
300047;254.34017944335938
300048;244.77670288085938
300049;257.4912109375
300050;277.3135681152344
300051;248.71607971191406
300052;297.0008544921875
300053;298.84246826171875
300054;298.84246826171875
300055;298.84246826171875
300056;298.84246826171875
300057;257.4912109375
300058;298.84246826171875
300059;298.84246826171875
300060;261.4305725097656
300061;298.84246826171875
300062;257.4912109375
300063;244.77670288085938
300064;298.84246826171875
300065;257.4912109375
300066;248.71607971191406
300067;298.84246826171875
300068;257.4912109375
300069;298.84246826171875
300070;265.3956604003906
300071;248.71607971191406
300072;298.84246826171875
300073;277.3135681152344
300074;298.84246826171875
300075;263.11529541015625
300076;267.0546875
300077;261.4305725097656
300078;298.84246826171875
300079;254.34017944335938
300080;265.3956604003906
300081;248.71607971191406
300082;257.4912109375
300083;298.84246826171875
300084;298.84246826171875
300085;244.77670288085938
300086;248.71607971191406
300087;261.4305725097656
300088;261.4305725097656
300089;257.4912109375
300090;248.71607971191406
300091;298.84246826171875
300092;248.71607971191406
300093;257.4912109375
300094;257.4912109375
300095;248.71607971191406
300096;298.84246826171875
300097;248.71607971191406
300098;298.84246826171875
300099;298.84246826171875
300100;257.4912109375
300101;261.4305725097656
300102;261.4305725097656
300103;298.84246826171875
300104;261.4305725097656
300105;261.4305725097656
300106;257.4912109375
300107;278.11016845703125
300108;261.4305725097656
300109;257.4912109375
300110;298.84246826171875
300111;298.84246826171875
300112;261.4305725097656
300113;278.11016845703125
300114;278.11016845703125
300115;298.84246826171875
300116;261.4305725097656
300117;257.4912109375
300118;298.84246826171875
300119;248.71607971191406
300120;244.77670288085938
300121;244.77670288085938
300122;298.84246826171875
300123;261.4305725097656
300124;298.84246826171875
300125;285.7132568359375
300126;261.4305725097656
300127;298.84246826171875
300128;261.4305725097656
300129;257.4912109375
300130;257.6416015625
300131;244.77670288085938
300132;244.77670288085938
300133;248.71607971191406
300134;298.84246826171875
300135;261.4305725097656
300136;257.4912109375
300137;257.4912109375
300138;260.4819641113281
300139;260.4819641113281
300140;261.4305725097656
300141;298.84246826171875
300142;261.4305725097656
300143;257.4912109375
300144;298.84246826171875
300145;298.84246826171875
300146;298.84246826171875
300147;244.77670288085938
300148;298.84246826171875
300149;298.84246826171875
300150;257.4912109375
300151;298.84246826171875
300152;298.84246826171875
300153;298.84246826171875
300154;260.4819641113281
300155;261.4305725097656
300156;298.84246826171875
300157;277.3135681152344
300158;257.4912109375
300159;298.84246826171875
300160;257.4912109375
300161;257.6416015625
300162;244.77670288085938
300163;298.84246826171875
300164;257.4912109375
300165;298.84246826171875
300166;244.77670288085938
300167;267.0546875
300168;257.4912109375
300169;257.6416015625
300170;278.11016845703125
300171;257.4912109375
300172;298.84246826171875
300173;257.4912109375
300174;244.77670288085938
300175;257.4912109375
300176;298.84246826171875
300177;298.84246826171875
300178;257.4912109375
300179;244.77670288085938
300180;248.71607971191406
300181;248.71607971191406
300182;257.4912109375
300183;248.71607971191406
300184;244.77670288085938
300185;244.77670288085938
300186;265.3956604003906
300187;244.77670288085938
300188;298.84246826171875
300189;298.84246826171875
300190;248.71607971191406
300191;248.71607971191406
300192;298.84246826171875
300193;298.84246826171875
300194;277.3135681152344
300195;244.77670288085938
300196;298.84246826171875
300197;298.84246826171875
300198;298.84246826171875
300199;298.84246826171875
300200;298.84246826171875
300201;298.84246826171875
300202;298.84246826171875
300203;298.84246826171875
300204;298.84246826171875
300205;261.4305725097656
300206;261.4305725097656
300207;257.4912109375
300208;257.4912109375
300209;257.6416015625
300210;257.4912109375
300211;257.4912109375
300212;257.4912109375
300213;298.84246826171875
300214;298.84246826171875
300215;257.4912109375
300216;248.71607971191406
300217;244.77670288085938
300218;257.6416015625
300219;261.4305725097656
300220;261.4305725097656
300221;298.84246826171875
300222;298.84246826171875
300223;260.4819641113281
300224;261.4305725097656
300225;261.4305725097656
300226;257.4912109375
300227;261.4305725097656
300228;261.4305725097656
300229;257.6416015625
300230;261.4305725097656
300231;298.84246826171875
300232;298.84246826171875
300233;298.84246826171875
300234;261.4305725097656
300235;261.4305725097656
300236;257.4912109375
300237;278.11016845703125
300238;298.84246826171875
300239;257.4912109375
300240;261.4305725097656
300241;261.4305725097656
300242;261.4305725097656
300243;261.4305725097656
300244;298.84246826171875
300245;261.4305725097656
300246;298.84246826171875
300247;261.4305725097656
300248;257.4912109375
300249;257.4912109375
300250;297.7534484863281
300251;261.4305725097656
300252;277.3135681152344
300253;244.77670288085938
300254;257.4912109375
300255;257.4912109375
300256;257.4912109375
300257;260.4819641113281
300258;261.4305725097656
300259;298.84246826171875
300260;244.77670288085938
300261;248.71607971191406
300262;248.71607971191406
300263;257.4912109375
300264;257.4912109375
300265;244.77670288085938
300266;247.7674560546875
300267;298.84246826171875
300268;261.4305725097656
300269;298.84246826171875
300270;261.4305725097656
300271;298.84246826171875
300272;244.77670288085938
300273;261.4305725097656
300274;265.3956604003906
300275;261.4305725097656
300276;261.4305725097656
300277;298.84246826171875
300278;261.4305725097656
300279;267.0546875
300280;298.84246826171875
300281;261.4305725097656
300282;261.4305725097656
300283;298.84246826171875
300284;298.84246826171875
300285;263.11529541015625
300286;298.84246826171875
300287;298.84246826171875
300288;244.77670288085938
300289;244.77670288085938
300290;298.84246826171875
300291;298.84246826171875
300292;298.84246826171875
300293;298.84246826171875
300294;298.84246826171875
300295;298.84246826171875
300296;298.84246826171875
300297;263.11529541015625
300298;248.71607971191406
300299;298.84246826171875
300300;298.84246826171875
300301;298.84246826171875
300302;298.84246826171875
300303;263.11529541015625
300304;285.7132568359375
300305;298.84246826171875
300306;298.84246826171875
300307;298.84246826171875
300308;244.77670288085938
300309;263.11529541015625
300310;298.84246826171875
300311;298.84246826171875
300312;298.84246826171875
300313;298.84246826171875
300314;244.77670288085938
300315;298.84246826171875
300316;298.84246826171875
300317;278.11016845703125
300318;277.3135681152344
300319;298.84246826171875
300320;298.84246826171875
300321;285.7132568359375
300322;298.84246826171875
300323;298.84246826171875
300324;298.84246826171875
300325;298.84246826171875
300326;244.77670288085938
300327;298.84246826171875
300328;257.4912109375
300329;250.40078735351562
300330;244.77670288085938
300331;257.4912109375
300332;298.84246826171875
300333;298.84246826171875
300334;298.84246826171875
300335;257.4912109375
300336;298.84246826171875
300337;298.84246826171875
300338;298.84246826171875
300339;257.4912109375
300340;298.84246826171875
300341;298.84246826171875
300342;248.71607971191406
300343;248.71607971191406
300344;298.84246826171875
300345;298.84246826171875
300346;248.71607971191406
300347;278.11016845703125
300348;244.77670288085938
300349;248.71607971191406
300350;298.84246826171875
300351;248.71607971191406
300352;298.84246826171875
300353;298.84246826171875
300354;257.4912109375
300355;298.84246826171875
300356;261.4305725097656
300357;248.71607971191406
300358;298.84246826171875
300359;248.71607971191406
300360;298.84246826171875
300361;260.4819641113281
300362;261.4305725097656
300363;244.77670288085938
300364;244.77670288085938
300365;267.0546875
300366;298.84246826171875
300367;298.84246826171875
300368;248.71607971191406
300369;267.0546875
300370;298.84246826171875
300371;298.84246826171875
300372;298.84246826171875
300373;298.84246826171875
300374;298.84246826171875
300375;298.84246826171875
300376;298.84246826171875
300377;298.84246826171875
