ID;COTIS
300001;300.3916552734375
300002;209.92029190063477
300003;271.25351898193367
300004;349.4828396606445
300005;303.361335144043
300006;361.4382769775391
300007;471.2262756347656
300008;166.8510722351074
300009;526.0533587646486
300010;481.3630163574219
300011;279.35977996826176
300012;348.6648654174805
300013;235.80682800292965
300014;221.48555938720705
300015;374.41086517333986
300016;180.9976528930664
300017;285.14031005859374
300018;485.5093548583985
300019;316.15743225097657
300020;545.6802404785157
300021;212.0650469970703
300022;411.03591003417966
300023;408.3403369140625
300024;353.7701306152344
300025;298.0763116455078
300026;231.13466873168943
300027;273.27546081542965
300028;384.1434271240235
300029;240.42668106079103
300030;219.52378356933593
300031;397.3579431152344
300032;480.96225891113284
300033;244.53447570800782
300034;396.76263244628905
300035;342.72455017089845
300036;298.2907147216797
300037;168.75503997802736
300038;343.48581054687503
300039;223.47747985839845
300040;196.96678298950192
300041;326.2305548095703
300042;522.5552227783202
300043;264.1466241455078
300044;435.2118603515625
300045;253.78956237792966
300046;305.4250109863281
300047;272.1457760620118
300048;226.22469650268553
300049;384.95505187988283
300050;245.60599792480465
300051;316.891106262207
300052;274.69688293457034
300053;294.3996502685547
300054;337.77685089111327
300055;293.26192077636716
300056;380.475765991211
300057;290.8552493286133
300058;430.99607818603516
300059;317.3965069580078
300060;255.83959915161134
300061;387.0034704589844
300062;222.60474899291992
300063;145.7190383911133
300064;308.6069979858398
300065;322.96059967041015
300066;216.55797195434573
300067;468.9095141601563
300068;450.55693756103517
300069;385.1042956542969
300070;302.68403594970704
300071;197.8381576538086
300072;300.04865966796876
300073;281.9227227783203
300074;484.3566763305664
300075;372.9769290161133
300076;339.4394610595703
300077;360.80104736328127
300078;295.9645523071289
300079;293.09936157226565
300080;235.2320606994629
300081;176.32513916015625
300082;276.0483682250976
300083;273.70186279296877
300084;312.8637744140625
300085;230.02432525634765
300086;244.3354685974121
300087;316.1624871826172
300088;272.80982147216804
300089;368.4986294555664
300090;233.07066131591796
300091;358.93355834960937
300092;256.22035263061525
300093;157.78016693115234
300094;384.2862905883789
300095;236.87671661376953
300096;436.3728302001954
300097;219.73894180297853
300098;531.9665808105469
300099;390.49023284912107
300100;265.52588073730465
300101;292.6286364746094
300102;261.14615234375
300103;536.7935473632813
300104;293.4755841064453
300105;252.13283935546875
300106;301.06833801269534
300107;305.0599771118164
300108;285.54763275146485
300109;261.30279357910155
300110;517.0227850341797
300111;475.31549957275394
300112;319.3698413085938
300113;330.9163531494141
300114;336.2021472167969
300115;405.2821649169922
300116;267.79042846679687
300117;255.98953643798825
300118;542.2279071044923
300119;257.87684448242186
300120;218.33029571533203
300121;250.17511672973632
300122;456.2758837890625
300123;251.24084426879884
300124;460.6983941650391
300125;269.09611114501945
300126;311.01465576171876
300127;354.01276733398436
300128;256.1585375976563
300129;190.88623962402343
300130;291.28664459228514
300131;246.94099304199216
300132;274.15514221191404
300133;167.30723358154296
300134;314.5754852294922
300135;289.58720123291016
300136;209.75537475585938
300137;202.1135972595215
300138;263.3591952514649
300139;274.04418029785154
300140;270.97472717285154
300141;475.8818676757813
300142;261.30189971923824
300143;269.1832162475587
300144;278.4032266235351
300145;284.35328186035156
300146;427.2489868164063
300147;199.29628967285157
300148;383.6664141845704
300149;391.50889404296873
300150;185.76053894042965
300151;387.0014053344727
300152;296.11213165283203
300153;381.855947265625
300154;278.15522674560555
300155;340.4322619628906
300156;298.3588946533203
300157;386.56205780029296
300158;172.49650619506835
300159;288.14324768066405
300160;223.12856628417967
300161;316.4607281494141
300162;275.01978210449215
300163;295.8462854003906
300164;396.2385223388672
300165;388.74162719726564
300166;238.33108825683593
300167;259.43108184814446
300168;287.32727691650393
300169;293.82785736083986
300170;208.61416229248047
300171;272.4636819458007
300172;308.3663031005859
300173;368.2924560546875
300174;193.74255340576175
300175;318.03370574951174
300176;465.54669006347655
300177;568.8579650878906
300178;311.86283630371094
300179;170.74649810791016
300180;241.6478939819336
300181;271.3248428344726
300182;254.09142501831053
300183;230.40939392089845
300184;185.98659301757812
300185;286.21016784667967
300186;233.64949722290038
300187;132.43174987792972
300188;265.5968963623046
300189;338.9575473022461
300190;234.5090821838379
300191;342.1380548095703
300192;448.185866394043
300193;344.51784881591794
300194;285.6386215209961
300195;255.0917158508301
300196;286.6028497314453
300197;378.7712677001954
300198;187.75440124511715
300199;192.0077101135254
300200;582.3952569580078
300201;495.00982147216797
300202;375.3611614990235
300203;358.7618139648437
300204;292.51955474853514
300205;250.7813848876953
300206;233.82526397705075
300207;416.6416442871094
300208;169.31784805297852
300209;249.92098312377934
300210;185.4832420349121
300211;166.10677978515625
300212;231.28636291503906
300213;450.69160217285156
300214;473.0277731323242
300215;201.69705856323242
300216;236.47039566040038
300217;238.63196456909182
300218;279.51071899414063
300219;340.71117706298827
300220;291.7168685913086
300221;424.7582308959961
300222;460.819404296875
300223;240.19196578979492
300224;254.24917587280274
300225;297.2653649902344
300226;169.84937103271486
300227;269.257067565918
300228;270.2673449707031
300229;320.1777673339844
300230;306.80288055419925
300231;348.6739889526367
300232;257.7474197387695
300233;279.32251525878905
300234;325.69701293945315
300235;284.01768371582034
300236;252.165619354248
300237;339.8367971801758
300238;567.496708984375
300239;231.67525360107425
300240;318.3380187988281
300241;248.93251281738281
300242;238.97320327758788
300243;248.04469421386716
300244;394.9224523925781
300245;198.8003207397461
300246;615.2550866699219
300247;275.49923004150384
300248;289.79537811279295
300249;273.74467559814445
300250;332.47922088623045
300251;286.63268615722654
300252;243.7197686767578
300253;184.9340576171875
300254;289.86287994384764
300255;306.3627624511719
300256;262.5139120483399
300257;355.89095184326175
300258;382.782756652832
300259;301.8823669433594
300260;255.008232421875
300261;215.16923736572267
300262;207.6370347595215
300263;322.7672485351562
300264;242.74612411499024
300265;281.45489501953125
300266;237.68510498046876
300267;362.9307147216797
300268;294.528766784668
300269;399.308037109375
300270;263.73865417480465
300271;412.0690270996094
300272;221.1584529113769
300273;409.04679443359373
300274;266.6836758422851
300275;275.67747802734374
300276;396.97595672607423
300277;393.5272296142578
300278;372.50207366943357
300279;320.9172052001953
300280;317.3082922363281
300281;349.03772827148435
300282;277.6990191650391
300283;329.98485870361327
300284;318.2231115722656
300285;271.6255804443359
300286;415.8380334472656
300287;316.85809509277345
300288;245.937958984375
300289;336.99016174316404
300290;289.02228179931643
300291;381.5594940185547
300292;280.61620788574214
300293;394.9035888671875
300294;456.93339477539064
300295;342.47593383789064
300296;391.33243377685545
300297;336.80772186279296
300298;233.76035125732426
300299;366.37121215820315
300300;440.02045654296876
300301;487.1060968017578
300302;539.311396484375
300303;307.21834045410156
300304;406.83748107910156
300305;560.9828747558594
300306;589.998798828125
300307;316.454162902832
300308;281.0825869750976
300309;300.7532061767578
300310;380.553685913086
300311;372.9085333251954
300312;307.05279144287107
300313;419.5350686645508
300314;354.5992626953125
300315;278.2782711791993
300316;300.26278533935545
300317;412.714887084961
300318;240.48240859985353
300319;452.8720037841797
300320;386.9392974853516
300321;378.1014584350586
300322;378.964711303711
300323;462.1916949462891
300324;349.73786712646483
300325;378.7976519775391
300326;190.32745391845702
300327;292.6090640258789
300328;338.7898098754883
300329;277.21929382324214
300330;247.72589447021485
300331;269.4087771606445
300332;519.847197265625
300333;433.4698815917969
300334;627.1211688232422
300335;264.60665374755865
300336;728.4776647949219
300337;591.9994421386718
300338;300.2548947143555
300339;273.42821838378904
300340;369.6853979492187
300341;305.752841796875
300342;250.95396148681638
300343;209.16493408203127
300344;474.4135949707031
300345;398.852353515625
300346;189.10043090820312
300347;371.46162078857424
300348;224.13002838134767
300349;257.8616796875
300350;317.24680084228515
300351;198.20252883911132
300352;428.9981164550781
300353;411.1088983154297
300354;232.7887255859375
300355;322.12163513183594
300356;242.36196472167967
300357;245.14669265747074
300358;308.04830474853514
300359;239.12047439575193
300360;368.8042987060547
300361;328.18484069824217
300362;266.9278845214844
300363;242.78492996215823
300364;242.11809509277344
300365;435.7082916259766
300366;456.1114752197266
300367;265.6085165405274
300368;212.31898025512692
300369;423.4666958618164
300370;423.3873272705078
300371;409.6355090332031
300372;434.124125366211
300373;315.15778869628906
300374;279.1078039550781
300375;368.69500122070315
300376;327.4970001220703
300377;451.52874816894536
300378;269.50574554443364
300379;224.44836578369137
300380;262.0342791748046
300381;407.7456427001954
300382;497.94047973632814
300383;203.87098739624022
300384;197.98704696655273
300385;297.6502178955078
300386;351.1830844116211
300387;243.58288482666015
300388;285.2536145019531
300389;263.5236038208007
300390;261.9660684204101
300391;295.86370025634767
300392;341.39245239257815
300393;362.8507604980469
300394;370.4128457641602
300395;277.03392578125
300396;231.85504272460938
300397;330.04598022460937
300398;387.9093511962891
300399;343.6218313598633
300400;382.02072570800783
300401;396.2680813598633
300402;272.64340942382813
300403;238.52181945800783
300404;303.19498474121093
300405;232.85735244750975
300406;802.0125567626953
300407;427.38704193115234
300408;376.1657586669922
300409;239.32592346191407
300410;340.96210510253906
300411;270.345973815918
300412;416.7771719360352
300413;282.71705596923823
300414;243.76871520996093
300415;433.896591796875
300416;348.8819192504883
300417;267.40646942138676
300418;254.31886611938478
300419;438.877240600586
300420;328.5986669921875
300421;312.10014068603516
300422;376.86595916748047
300423;394.24521484375
300424;341.7138412475586
300425;264.4128094482421
300426;266.3228646850587
300427;302.41393615722654
300428;592.4411938476562
300429;454.46079345703123
300430;374.2080514526367
300431;473.9659869384766
300432;227.11468811035155
300433;361.56837982177734
300434;314.89080200195315
300435;225.11695755004882
300436;262.2615661621094
300437;438.9921478271485
300438;448.6350463867187
300439;412.2616693115235
300440;208.97051956176762
300441;235.79126251220703
300442;194.49518341064453
300443;322.196904296875
300444;350.8588290405273
300445;308.4849398803711
300446;384.2857049560547
300447;345.5017111206055
300448;202.09615158081053
300449;290.97989654541016
300450;277.80554260253905
300451;343.449655456543
300452;441.2906930541992
